Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Relationship_Status,Conflicts_Over_Social_Media,Unnamed: 11,Gender_num,Academic_Level_num,Country_num,Most_Used_Platform_num,Relationship_Status_num
529,21,Male,High School,Mexico,5.0,WhatsApp,0,8.0,Single,0.0,,1,2,0,6,0
530,21,Male,Undergraduate,Mexico,1.0,TikTok,0,7.5,In Relationship,0.0,,1,0,0,3,1
531,21,Male,Undergraduate,Liechtenstein,5.0,Instagram,1,6.0,Single,0.0,,1,0,19,2,0
532,23,Male,,Mexico,10.0,YouTube,0,7.0,In Relationship,0.0,,1,-1,0,4,1
533,22,Male,Undergraduate,Mexico,7.0,TikTok,1,7.0,In Relationship,2.0,,1,0,0,3,1
534,22,Male,Undergraduate,Mexico,7.0,WhatsApp,0,7.0,In Relationship,0.0,,1,0,0,6,1
535,23,Male,Undergraduate,Mexico,4.0,TikTok,1,9.0,In Relationship,0.0,,1,0,0,3,1
536,21,Female,Middle School,Mexico,5.0,WhatsApp,0,5.0,Single,0.0,,0,4,0,6,0
537,20,Male,Undergraduate,Mexico,4.0,Instagram,1,4.5,Single,0.0,,1,0,0,2,0
538,21,Male,Undergraduate,Mexico,7.0,Instagram,0,7.0,Single,0.0,,1,0,0,2,0
539,25,Male,Undergraduate,Mexico,1.0,Instagram,0,6.0,In Relationship,0.0,,1,0,0,2,1
540,20,Female,High School,Mexico,3.0,TikTok,0,8.5,Single,0.0,,0,2,0,3,0
541,80,Male,,Bahrain,0.0,LINE,0,1.0,Single,5.0,,1,-1,20,8,0
542,42,Female,Elementary School,Mexico,1.0,WhatsApp,0,8.0,Single,0.0,,0,5,0,6,0
543,27,Female,High School,Mexico,7.5,WhatsApp,1,5.0,Single,0.0,,0,2,0,6,0
544,20,Female,High School,Mexico,8.0,WhatsApp,1,4.5,Single,3.0,,0,2,0,6,0
545,23,Female,High School,Mexico,4.0,Instagram,0,8.0,Single,0.0,,0,2,0,2,0
546,40,Male,Undergraduate,Mexico,5.0,WhatsApp,0,7.0,Single,1.0,,1,0,0,6,0
547,54,Male,Graduate,Mexico,1.0,WhatsApp,0,6.0,In Relationship,0.0,,1,1,0,6,1
548,30,Female,Undergraduate,Mexico,6.0,Facebook,1,7.0,Single,0.0,,0,0,0,1,0
549,52,Female,Middle School,Mexico,2.0,WhatsApp,1,7.0,In Relationship,1.0,,0,4,0,6,1
550,28,Female,Graduate,Mexico,4.0,WhatsApp,1,6.0,In Relationship,0.0,,0,1,0,6,1
551,52,Female,Middle School,Mexico,3.0,WhatsApp,0,7.5,In Relationship,1.0,,0,4,0,6,1
552,29,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,In Relationship,0.0,,1,0,0,1,1
553,41,Female,Undergraduate,Mexico,3.0,WhatsApp,0,8.0,Single,0.0,,0,0,0,6,0
554,22,Female,Undergraduate,Mexico,5.5,TikTok,0,8.0,In Relationship,0.0,,0,0,0,3,1
555,27,Female,Undergraduate,Mexico,5.0,Instagram,0,8.0,In Relationship,0.0,,0,0,0,2,1
556,16,Male,High School,Ecuador,3.5,TikTok,0,7.0,In Relationship,0.0,,1,2,4,3,1
557,16,Male,High School,Ecuador,3.5,TikTok,0,7.0,In Relationship,0.0,,1,2,4,3,1
558,23,Female,Undergraduate,Mexico,5.0,WhatsApp,1,6.5,Single,2.0,,0,0,0,6,0
559,22,Female,Undergraduate,Mexico,3.0,Facebook,0,7.0,In Relationship,0.0,,0,0,0,1,1
560,22,Male,Undergraduate,Qatar,5.0,TikTok,0,6.0,Single,0.0,,1,0,21,3,0
561,20,Female,High School,Mexico,4.0,Instagram,1,5.0,In Relationship,5.0,,0,2,0,2,1
562,19,Female,High School,Malta,3.0,TikTok,0,6.0,Single,0.0,,0,2,22,3,0
563,21,Male,High School,Mexico,7.0,TikTok,1,6.0,Single,0.0,,1,2,0,3,0
564,24,Female,High School,Mexico,7.0,Instagram,1,4.0,Single,1.0,,0,2,0,2,0
565,19,Male,High School,Mexico,5.5,Facebook,1,7.0,In Relationship,2.0,,1,2,0,1,1
566,18,Male,High School,Mexico,3.0,YouTube,0,4.5,In Relationship,1.0,,1,2,0,4,1
567,14,Female,High School,Mexico,5.5,Twitter,0,5.0,Single,1.0,,0,2,0,0,0
568,21,Male,High School,Mexico,4.0,Instagram,0,6.5,In Relationship,1.0,,1,2,0,2,1
569,27,Male,Undergraduate,Mexico,5.5,WhatsApp,0,9.5,Single,0.0,,1,0,0,6,0
570,19,Male,High School,Mexico,7.0,Facebook,1,4.5,Single,3.0,,1,2,0,1,0
571,22,Male,Undergraduate,Mexico,1.0,Facebook,0,2.5,In Relationship,0.0,,1,0,0,1,1
572,22,Female,High School,Mexico,5.0,TikTok,0,8.0,In Relationship,1.0,,0,2,0,3,1
573,22,Female,High School,Mexico,5.0,TikTok,0,8.0,In Relationship,1.0,,0,2,0,3,1
574,21,Male,Graduate,Argentina,3.0,Instagram,0,8.0,In Relationship,0.0,,1,1,23,2,1
575,21,Male,Graduate,Argentina,3.0,Instagram,0,8.0,In Relationship,0.0,,1,1,23,2,1
576,22,Male,Undergraduate,Mexico,1.0,YouTube,0,5.0,Single,0.0,,1,0,0,4,0
577,19,Female,Undergraduate,Mexico,5.2,Instagram,1,6.5,In Relationship,3.0,,0,0,0,2,1
578,19,Male,Graduate,Mexico,2.1,Twitter,0,7.5,Single,0.0,,1,1,0,0,0
579,19,Female,Undergraduate,Mexico,5.2,Instagram,1,6.5,In Relationship,3.0,,0,0,0,2,1
580,19,Male,Graduate,Mexico,2.1,Twitter,0,7.5,Single,0.0,,1,1,0,0,0
581,20,Female,Undergraduate,Mexico,6.0,TikTok,1,5.0,Complicated,4.0,,0,0,0,3,2
582,21,Male,Graduate,China,6.1,Snapchat,1,7.5,Single,8.0,,1,1,24,9,0
583,21,Male,Graduate,Bangladesh,6.1,Snapchat,1,7.5,Single,8.0,,1,1,1,9,0
584,21,Male,Graduate,Bangladesh,6.1,Snapchat,1,7.5,Single,8.0,,1,1,1,9,0
585,21,Male,Graduate,Bangladesh,6.1,Snapchat,1,1.0,Single,8.0,,1,1,1,9,0
586,21,Male,Graduate,Bangladesh,6.1,Snapchat,1,5.0,Single,8.0,,1,1,1,9,0
587,21,Male,Graduate,Bangladesh,6.1,Snapchat,1,5.0,Single,8.0,,1,1,1,9,0
588,22,Male,High School,Albania,13.0,TikTok,1,13.0,Single,4.0,,1,2,25,3,0
589,19,Female,High School,Albania,11.0,TikTok,1,17.0,In Relationship,6.0,,0,2,25,3,1
590,28,Female,High School,Algeria,11.0,TikTok,1,16.0,Single,5.0,,0,2,26,3,0
591,15,Male,Undergraduate,Belize,12.0,TikTok,1,12.0,In Relationship,6.0,,1,0,27,3,1
592,17,Male,High School,Algeria,13.0,TikTok,1,15.0,In Relationship,6.0,,1,2,26,3,1
593,21,Male,Undergraduate,Mexico,6.0,Youtube,1,9.0,Single,3.0,,1,0,0,10,0
594,21,Male,Undergraduate,Mexico,6.0,Youtube,1,9.0,Single,3.0,,1,0,0,10,0
595,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
596,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
597,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
598,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
599,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,2.0,,1,0,0,1,0
600,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
601,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
602,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
603,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
604,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
605,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
606,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
607,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
608,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
609,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
610,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
611,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
612,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
613,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
614,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
615,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
616,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
617,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
618,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
619,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
620,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
621,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
622,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
623,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
624,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
625,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
626,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
627,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
628,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
629,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
630,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
631,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
632,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
633,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
634,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
635,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
636,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
637,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
638,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
639,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
640,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
641,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
642,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
643,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
644,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
645,18,Male,Undergraduate,Mexico,10.0,Facebook,1,8.0,Single,5.0,,1,0,0,1,0
646,21,Male,Undergraduate,Mexico,3.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
647,21,Male,Undergraduate,Mexico,3.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
648,21,Male,Undergraduate,Mexico,3.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
649,21,Male,Undergraduate,Mexico,3.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
650,21,Male,Undergraduate,Mexico,3.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
651,21,Male,Undergraduate,Mexico,3.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
652,21,Male,Undergraduate,Mexico,3.0,TikTok,0,8.0,Single,0.0,,1,0,0,3,0
653,21,Male,Undergraduate,Mexico,3.0,Instagram,0,8.0,Single,0.0,,1,0,0,2,0
654,44,Male,Graduate,Mexico,8.0,Instagram,1,12.0,In Relationship,7.0,,1,1,0,2,1
655,12,Male,Undergraduate,Mexico,14.0,Instagram,1,11.0,Single,3.0,,1,0,0,2,0
656,10,Male,High School,Mexico,9.0,Instagram,1,14.0,Single,6.0,,1,2,0,2,0
657,14,Male,High School,Mexico,9.0,Instagram,1,9.0,In Relationship,5.0,,1,2,0,2,1
658,1,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
659,1,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
660,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
661,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
662,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
663,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
664,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
665,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
666,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
667,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
668,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
669,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
670,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
671,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
672,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
673,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
674,21,Male,Undergraduate,Mexico,4.0,Facebook,0,8.0,Single,1.0,,1,0,0,1,0
675,17,Male,Undergraduate,Mexico,9.0,Instagram,1,10.0,In Relationship,4.0,,1,0,0,2,1
676,16,Male,Graduate,Mexico,1.0,WhatsApp,0,6.0,Complicated,1.0,,1,1,0,6,2
677,16,Male,Graduate,Mexico,1.0,WhatsApp,0,6.0,Complicated,8.0,,1,1,0,6,2
678,16,Male,Graduate,Mexico,1.0,WhatsApp,0,6.0,Complicated,8.0,,1,1,0,6,2
679,16,Male,Graduate,Mexico,1.0,WhatsApp,0,6.0,Complicated,8.0,,1,1,0,6,2
680,18,Male,High School,Mexico,1.0,WhatsApp,0,7.0,Complicated,1.0,,1,2,0,6,2
681,16,Male,High School,Mexico,2.0,TikTok,0,10.0,Single,8.0,,1,2,0,3,0
682,16,Male,High School,Mexico,2.0,TikTok,0,10.0,Single,8.0,,1,2,0,3,0
683,16,Male,High School,Mexico,2.0,TikTok,0,10.0,Single,8.0,,1,2,0,3,0
684,16,Male,High School,Mexico,2.0,TikTok,0,10.0,Single,0.0,,1,2,0,3,0
685,16,Male,High School,Mexico,2.0,TikTok,0,10.0,Single,0.0,,1,2,0,3,0
686,16,Male,High School,Mexico,2.0,TikTok,0,10.0,Single,0.0,,1,2,0,3,0
687,13,Male,High School,Mexico,17.0,TikTok,1,7.0,Single,0.0,,1,2,0,3,0
688,15,Male,High School,Mexico,10.0,Instagram,1,6.0,In Relationship,3.0,,1,2,0,2,1
689,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,1.0,,1,1,28,6,0
690,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,1.0,,1,1,28,6,0
691,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,1.0,,1,1,28,6,0
692,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,0.0,,1,1,28,6,0
693,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,0.0,,1,1,28,6,0
694,18,Male,High School,Mexico,7.0,WhatsApp,1,11.0,Complicated,1.0,,1,2,0,6,2
695,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,2.0,,1,1,28,6,0
696,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,0.0,,1,1,28,6,0
697,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,0.0,,1,1,28,6,0
698,18,Male,High School,Mexico,7.0,WhatsApp,1,11.0,Complicated,1.0,,1,2,0,6,2
699,18,Male,High School,Mexico,7.0,WhatsApp,1,11.0,Complicated,1.0,,1,2,0,6,2
700,18,Male,High School,Mexico,7.0,WhatsApp,1,11.0,Complicated,1.0,,1,2,0,6,2
701,19,Male,Graduate,Venezuela,8.0,WhatsApp,1,7.0,Single,1.0,,1,1,28,6,0
702,17,Male,Undergraduate,Mexico,5.0,Twitter,0,9.0,Single,0.0,,1,0,0,0,0
703,17,Male,Undergraduate,Mexico,5.0,Twitter,0,9.0,Single,0.0,,1,0,0,0,0
704,17,Male,Undergraduate,Mexico,5.0,Twitter,0,9.0,Single,0.0,,1,0,0,0,0
705,17,Male,Undergraduate,Mexico,5.0,Twitter,0,9.0,Single,0.0,,1,0,0,0,0
706,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
707,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
708,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
709,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
710,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
711,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
712,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
713,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
714,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
715,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
716,16,Male,High School,Bolivia,9.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
717,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
718,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
719,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
720,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
721,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
722,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
723,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
724,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
725,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
726,16,Male,High School,Bolivia,10.0,TikTok,1,8.0,Single,0.0,,1,2,6,3,0
727,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
728,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
729,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
730,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
731,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
732,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
733,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
734,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
735,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
736,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,0.0,,1,2,23,3,0
737,14,Male,High School,Argentina,4.0,TikTok,0,9.0,Single,3.0,,1,2,23,3,0
738,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
739,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
740,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
741,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
742,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
743,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
744,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
745,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
746,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
747,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
748,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
749,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
750,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
751,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
752,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
753,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
754,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,10.0,,1,1,16,11,1
755,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
756,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
757,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
758,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
759,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
760,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
761,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
762,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
763,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
764,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
765,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
766,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
767,100,Male,Graduate,Afghanistan,1.0,KakaoTalk,0,24.0,In Relationship,5.0,,1,1,16,11,1
768,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,0.0,,1,2,29,3,0
769,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,0.0,,1,2,29,3,0
770,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,0.0,,1,2,29,3,0
771,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,0.0,,1,2,29,3,0
772,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,1.0,,1,2,29,3,0
773,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,1.0,,1,2,29,3,0
774,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,1.0,,1,2,29,3,0
775,19,Male,High School,Guatemala,2.0,TikTok,0,5.0,Single,0.0,,1,2,29,3,0
776,19,Male,High School,Guatemala,2.0,TikTok,0,6.0,Single,0.0,,1,2,29,3,0
777,100,Female,Graduate,North Korea,24.0,Twitter,1,24.0,Single,10.0,,0,1,30,0,0
778,100,Female,Graduate,North Korea,24.0,Twitter,1,24.0,Single,10.0,,0,1,30,0,0
779,100,Female,Graduate,North Korea,24.0,Twitter,1,24.0,Single,10.0,,0,1,30,0,0
780,100,Female,Graduate,North Korea,24.0,Twitter,1,24.0,Single,10.0,,0,1,30,0,0
781,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,3.0,,1,2,13,3,0
782,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,3.0,,1,2,13,3,0
783,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,3.0,,1,2,13,3,0
784,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,3.0,,1,2,13,3,0
785,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,3.0,,1,2,13,3,0
786,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,3.0,,1,2,13,3,0
787,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
788,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
789,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
790,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
791,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
792,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
793,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
794,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
795,15,Male,High School,Peru,8.0,TikTok,1,7.0,Single,2.0,,1,2,13,3,0
